hgnc_id	symbol	name	locus_group	locus_type	alias_symbol	prev_symbol	gene_group	gene_group_id	ensembl_gene_id
HGNC:11919	CD40	CD40 molecule	protein-coding gene	gene with protein product	p50|Bp50	TNFRSF5	CD molecules|Tumor necrosis factor receptor superfamily	471|782	ENSG00000101017
HGNC:1681	CD44	CD44 molecule (IN blood group)	protein-coding gene	gene with protein product	IN|MC56|Pgp1|PGP-1|CD44R|HCELL|CSPG8|Hermes-1|CDw44|HUTCH-1|HUTCH-I|ECM-III|H-CAM	MIC4|MDU2|MDU3	Blood group antigens|CD molecules|Proteoglycans	454|471|570	ENSG00000026508
HGNC:1688	CD58	CD58 molecule	protein-coding gene	gene with protein product		LFA3	CD molecules|Ig-like cell adhesion molecule family|MicroRNA protein coding host genes	471|1410|1691	ENSG00000116815
HGNC:16692	CD320	CD320 molecule	protein-coding gene	gene with protein product	8D6|8D6A|TCblR|TCN2R|sCD320|TCII-R		CD molecules	471	ENSG00000167775
HGNC:1723	CDC20	cell division cycle 20	protein-coding gene	gene with protein product	p55CDC|CDC20A		WD repeat domain containing	362	ENSG00000117399
HGNC:1725	CDC25A	cell division cycle 25A	protein-coding gene	gene with protein product			Class III Cys-based CDC25 phosphatases	713	ENSG00000164045
HGNC:1726	CDC25B	cell division cycle 25B	protein-coding gene	gene with protein product	MPIP2		Class III Cys-based CDC25 phosphatases	713	ENSG00000101224
HGNC:17014	CDC42EP1	CDC42 effector protein 1	protein-coding gene	gene with protein product	MSE55|CEP1|Borg5		CDC42 effector proteins	1164	ENSG00000128283
HGNC:1739	CDC45	cell division cycle 45	protein-coding gene	gene with protein product		CDC45L2|CDC45L	CMG helicase complex	1999	ENSG00000093009
HGNC:14625	CDCA4	cell division cycle associated 4	protein-coding gene	gene with protein product	SEI-3|TRIP-Br3|FLJ20764|Hepp		SERTA domain containing	3800	ENSG00000170779
HGNC:14626	CDCA5	cell division cycle associated 5	protein-coding gene	gene with protein product					ENSG00000146670
HGNC:14629	CDCA8	cell division cycle associated 8	protein-coding gene	gene with protein product	FLJ12042|MESRGP|BOR|DasraB		Chromosomal passenger complex	1338	ENSG00000134690
HGNC:1762	CDH3	cadherin 3	protein-coding gene	gene with protein product	CDHP|PCAD		Type I classical cadherins	1185	ENSG00000062038
HGNC:13251	CDH22	cadherin 22	protein-coding gene	gene with protein product	dJ998H6.1	C20orf25	Type II classical cadherins	1186	ENSG00000149654
HGNC:1722	CDK1	cyclin dependent kinase 1	protein-coding gene	gene with protein product	CDC28A	CDC2	Cyclin dependent kinases|Centriolar satellite proteins	496|3838	ENSG00000170312
HGNC:1771	CDK2	cyclin dependent kinase 2	protein-coding gene	gene with protein product			Cyclin dependent kinases	496	ENSG00000123374
HGNC:1773	CDK4	cyclin dependent kinase 4	protein-coding gene	gene with protein product	PSK-J3		Cyclin dependent kinases|MicroRNA protein coding host genes	496|1691	ENSG00000135446
HGNC:1775	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	protein-coding gene	gene with protein product	p35nck5a|Nck5a|p35		Cyclin dependent kinase 5 regulatory subunit family	4060	ENSG00000176749
HGNC:1777	CDK6	cyclin dependent kinase 6	protein-coding gene	gene with protein product	PLSTIRE		Cyclin dependent kinases	496	ENSG00000105810
HGNC:1778	CDK7	cyclin dependent kinase 7	protein-coding gene	gene with protein product	CAK1|CDKN7|MO15|STK1|CAK		Cyclin dependent kinases|CDK activating kinase complex	496|1744	ENSG00000134058
HGNC:1779	CDK8	cyclin dependent kinase 8	protein-coding gene	gene with protein product	K35		Cyclin dependent kinases|Mediator complex	496|1061	ENSG00000132964
HGNC:19338	CDK19	cyclin dependent kinase 19	protein-coding gene	gene with protein product	KIAA1028|bA346C16.3	CDK11|CDC2L6	Cyclin dependent kinases|Mediator complex	496|1061	ENSG00000155111
HGNC:1782	CDKL2	cyclin dependent kinase like 2	protein-coding gene	gene with protein product	P56|KKIAMRE		Cyclin dependent kinase like family	3786	ENSG00000138769
HGNC:1784	CDKN1A	cyclin dependent kinase inhibitor 1A	protein-coding gene	gene with protein product	P21|CIP1|WAF1|SDI1|CAP20|p21CIP1|p21Cip1/Waf1|p21	CDKN1	Cyclin dependent kinase inhibitor 1 family	3920	ENSG00000124762
HGNC:1785	CDKN1B	cyclin dependent kinase inhibitor 1B	protein-coding gene	gene with protein product	KIP1|P27KIP1		Cyclin dependent kinase inhibitor 1 family	3920	ENSG00000111276
HGNC:1787	CDKN2A	cyclin dependent kinase inhibitor 2A	protein-coding gene	gene with protein product	CDK4I|p16|INK4a|MTS1|CMM2|ARF|p19|p14|INK4|p16INK4a|p19Arf|p14ARF|P16-INK4A|CAI2	CDKN2|MLM	Cyclin dependent kinase inhibitor 2 family	3922	ENSG00000147889
HGNC:14395	CDRT15	CMT1A duplicated region transcript 15	protein-coding gene	gene with protein product					ENSG00000223510
HGNC:1800	CDS1	CDP-diacylglycerol synthase 1	protein-coding gene	gene with protein product					ENSG00000163624
HGNC:24879	CEACAM20	CEA cell adhesion molecule 20	protein-coding gene	gene with protein product	UNQ9366		I-set domain containing|CEA cell adhesion molecule family	593|906	ENSG00000273777
HGNC:1833	CEBPA	CCAAT enhancer binding protein alpha	protein-coding gene	gene with protein product	C/EBP-alpha	CEBP	CCAAT/enhancer binding proteins	1165	ENSG00000245848
HGNC:1835	CEBPD	CCAAT enhancer binding protein delta	protein-coding gene	gene with protein product	CRP3|CELF|C/EBP-delta|NF-IL6-beta		CCAAT/enhancer binding proteins	1165	ENSG00000221869
HGNC:24218	CEBPZ	CCAAT enhancer binding protein zeta	protein-coding gene	gene with protein product	CBF2|CTF2|HSP-CBF		CCAAT/enhancer binding proteins|Armadillo like helical domain containing	1165|1492	ENSG00000115816
HGNC:49288	CEBPZOS	CEBPZ opposite strand	protein-coding gene	gene with protein product		CEBPZ-AS1			ENSG00000218739
HGNC:2550	CELF2	CUGBP Elav-like family member 2	protein-coding gene	gene with protein product	Etr-3|NAPOR-2|BRUNOL3	CUGBP2	RNA binding motif containing	725	ENSG00000048740
HGNC:11869	CEMIP2	cell migration inducing hyaluronidase 2	protein-coding gene	gene with protein product		TMEM2	Hyaluronidases	1448	ENSG00000135048
HGNC:1856	CENPE	centromere protein E	protein-coding gene	gene with protein product	KIF10|PPP1R61		Kinesins|Protein phosphatase 1 regulatory subunits	622|694	ENSG00000138778
HGNC:17879	CENPL	centromere protein L	protein-coding gene	gene with protein product	dJ383J4.3|FLJ31044	C1orf155	Constitutive centromere associated network	1576	ENSG00000120334
HGNC:26435	CEP20	centrosomal protein 20	protein-coding gene	gene with protein product	DKFZp686N1651|FLJ31153|PHSECRG2|FOR20	C16orf63|FOPNL	Centriolar satellite proteins	3838	ENSG00000133393
HGNC:30794	CEP57	centrosomal protein 57	protein-coding gene	gene with protein product	Translokin|TSP57|KIAA0092				ENSG00000166037
HGNC:19256	CERK	ceramide kinase	protein-coding gene	gene with protein product	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2		SPHK, AGK, CERK lipid kinase family	3583	ENSG00000100422
HGNC:1868	CETN3	centrin 3	protein-coding gene	gene with protein product	CEN3		EF-hand domain containing|Centriolar satellite proteins	863|3838	ENSG00000153140
HGNC:25631	CFAP44	cilia and flagella associated protein 44	protein-coding gene	gene with protein product	FLJ11142	WDR52	WD repeat domain containing|Cilia and flagella associated|MicroRNA protein coding host genes	362|1491|1691	ENSG00000206530
HGNC:16053	CFAP52	cilia and flagella associated protein 52	protein-coding gene	gene with protein product	WDRPUH|FLJ37528	WDR16	WD repeat domain containing|Cilia and flagella associated	362|1491	ENSG00000166596
HGNC:29231	CFAP92	cilia and flagella associated protein 92 (putative)	protein-coding gene	gene with protein product	FLJ43738|FAP92	KIAA1257			ENSG00000114656
HGNC:32305	CFAP141	cilia and flagella associated protein 141	protein-coding gene	gene with protein product		C1orf189			ENSG00000163263
HGNC:1876	CFLAR	CASP8 and FADD like apoptosis regulator	protein-coding gene	gene with protein product	CASH|Casper|CLARP|FLAME|FLIP|I-FLICE|MRIT|c-FLIP|cFLIP	CASP8AP1	Receptor ligands|Death effector domain containing|Ripoptosome|Death inducing signaling complex	542|1019|1340|1342	ENSG00000003402
HGNC:15528	CGRRF1	cell growth regulator with ring finger domain 1	protein-coding gene	gene with protein product	CGR19|RNF197		Ring finger proteins|RING finger E3 ubiquitin protein ligases	58|4163	ENSG00000100532
HGNC:28680	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	protein-coding gene	gene with protein product	MGC4504		Carbon-nitrogen lyases	3927	ENSG00000128965
HGNC:20311	CHAMP1	chromosome alignment maintaining phosphoprotein 1	protein-coding gene	gene with protein product	CAMP|CHAMP	C13orf8|ZNF828	Zinc fingers C2H2-type	28	ENSG00000198824
HGNC:1925	CHEK1	checkpoint kinase 1	protein-coding gene	gene with protein product	CHK1		Checkpoint kinase 1 family	3452	ENSG00000149554
HGNC:16627	CHEK2	checkpoint kinase 2	protein-coding gene	gene with protein product	CDS1|CHK2|HuCds1|PP1425|bA444G7	RAD53	Checkpoint kinase 2 family	3543	ENSG00000183765
HGNC:16930	CHERP	calcium homeostasis endoplasmic reticulum protein	protein-coding gene	gene with protein product	ERPROT213-21|DAN16		G-patch domain containing|Spliceosomal A complex|CTD interacting domain containing	579|1504|3993	ENSG00000085872
HGNC:1935	CHIC2	cysteine rich hydrophobic domain 2	protein-coding gene	gene with protein product	BTL		Cysteine rich hydrophobic domain family	3914	ENSG00000109220
HGNC:20274	CHMP4A	charged multivesicular body protein 4A	protein-coding gene	gene with protein product	HSPC134|VPS32A|hSnf7-1|Snf7-1	C14orf123	Charged multivesicular body proteins|ESCRT-III	482|1118	ENSG00000254505
HGNC:26942	CHMP5	charged multivesicular body protein 5	protein-coding gene	gene with protein product	Spike|Vps60|CGI-34|HSPC177	C9orf83|SNF7DC2	Charged multivesicular body proteins|ESCRT-III associated factors	482|1119	ENSG00000086065
HGNC:25675	CHMP6	charged multivesicular body protein 6	protein-coding gene	gene with protein product	FLJ11749|VPS20		Charged multivesicular body proteins|ESCRT-III	482|1118	ENSG00000176108
HGNC:1943	CHN1	chimerin 1	protein-coding gene	gene with protein product	RhoGAP2|ARHGAP2|n-chimerin	CHN|DURS2	Rho GTPase activating proteins|SH2 domain containing	721|741	ENSG00000128656
HGNC:17433	CHP1	calcineurin like EF-hand protein 1	protein-coding gene	gene with protein product	Sid470p|CHP|SLC9A1BP|p22|p24		EF-hand domain containing	863	ENSG00000187446
HGNC:1954	CHRM5	cholinergic receptor muscarinic 5	protein-coding gene	gene with protein product			Cholinergic receptors muscarinic	180	ENSG00000184984
HGNC:1966	CHRNE	cholinergic receptor nicotinic epsilon subunit	protein-coding gene	gene with protein product	ACHRE		Cholinergic receptors nicotinic subunits	173	ENSG00000108556
HGNC:1970	CHST2	carbohydrate sulfotransferase 2	protein-coding gene	gene with protein product	C6ST		Sulfotransferases, membrane bound	763	ENSG00000175040
HGNC:14179	CIAO3	cytosolic iron-sulfur assembly component 3	protein-coding gene	gene with protein product	FLJ21988|PRN|HPRN|IOP1|NAR1	NARFL	Cytosolic iron-sulfur assembly components	1028	ENSG00000103245
HGNC:28050	CIAPIN1	cytokine induced apoptosis inhibitor 1	protein-coding gene	gene with protein product	CIAE2		Cytosolic iron-sulfur assembly components|7BS orphan methyltransferases	1028|2066	ENSG00000005194
HGNC:1982	CIRBP	cold inducible RNA binding protein	protein-coding gene	gene with protein product	CIRP		RNA binding motif containing	725	ENSG00000099622
HGNC:30880	CISD1	CDGSH iron sulfur domain 1	protein-coding gene	gene with protein product	MDS029|mitoNEET	C10orf70|ZCD1	CDGSH iron sulfur domain containing|Transaminases	481|3517	ENSG00000122873
HGNC:1995	CKMT1B	creatine kinase, mitochondrial 1B	protein-coding gene	gene with protein product	UMTCK	CKMT|CKMT1	Proteins encoded by multiple genes|Creatine kinase family	2293|3534	ENSG00000237289
HGNC:2041	CLDN2	claudin 2	protein-coding gene	gene with protein product			Claudins	488	ENSG00000165376
HGNC:2048	CLDN6	claudin 6	protein-coding gene	gene with protein product			Claudins	488	ENSG00000184697
HGNC:17591	CLDN23	claudin 23	protein-coding gene	gene with protein product	CLDNL		Claudins	488	ENSG00000253958
HGNC:30388	CLEC18A	C-type lectin domain family 18 member A	protein-coding gene	gene with protein product		MRCL	C-type lectin domain containing|CAP and C-type lectin domain containing	1298|1487	ENSG00000157322
HGNC:2063	CLIC2	CLIC family member 2	protein-coding gene	gene with protein product	XAP121|CLCNL2		CLIC family	307	ENSG00000155962
HGNC:13518	CLIC4	CLIC family member 4	protein-coding gene	gene with protein product	DKFZP566G223|CLIC4L|P64H1|H1|huH1|p64H1		CLIC family	307	ENSG00000169504
HGNC:2065	CLIC6	CLIC family member 6	protein-coding gene	gene with protein product	CLIC5	CLIC1L	CLIC family	307	ENSG00000159212
HGNC:2077	CLN6	CLN6 transmembrane ER protein	protein-coding gene	gene with protein product	FLJ20561|HsT18960|nclf				ENSG00000128973
HGNC:2088	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit X	protein-coding gene	gene with protein product			AAA ATPases|Mitochondrial nucleoid associated proteins	413|2290	ENSG00000166855
HGNC:17447	CLSTN1	calsyntenin 1	protein-coding gene	gene with protein product	CSTN1|KIAA0911|CDHR12		Cadherin related	24	ENSG00000171603
HGNC:2091	CLTB	clathrin light chain B	protein-coding gene	gene with protein product	Lcb		Clathrin subunits	1647	ENSG00000175416
HGNC:2092	CLTC	clathrin heavy chain	protein-coding gene	gene with protein product	Hc	CLTCL2	Clathrin subunits	1647	ENSG00000141367
HGNC:23139	CLVS1	clavesin 1	protein-coding gene	gene with protein product	MGC34646|CRALBPL|C6orf212L	RLBP1L1	CRAL-TRIO lipid binding domain containing	3691	ENSG00000177182
HGNC:14305	CMYA5	cardiomyopathy associated 5	protein-coding gene	gene with protein product	SPRYD2|DKFZp451G223|TRIM76	C5orf10	Tripartite motif family|A-kinase anchoring proteins|Fibronectin type III domain containing	59|396|555	ENSG00000164309
HGNC:24437	CNDP2	carnosine dipeptidase 2	protein-coding gene	gene with protein product	FLJ10830|CN2|HsT2298|CPGL	PEPA	M20 metallopeptidases	1443	ENSG00000133313
HGNC:2155	CNN1	calponin 1	protein-coding gene	gene with protein product	SMCC|Sm-Calp		Calponin family	3745	ENSG00000130176
HGNC:7880	CNOT4	CCR4-NOT transcription complex subunit 4	protein-coding gene	gene with protein product	CLONE243|NOT4H	NOT4	Ring finger proteins|Zinc fingers CCCH-type|RNA binding motif containing|CCR4-NOT transcription complex|RING finger E3 ubiquitin protein ligases	58|73|725|1023|4163	ENSG00000080802
HGNC:13529	CNPY2	canopy FGF signaling regulator 2	protein-coding gene	gene with protein product	HP10390|ZSIG9	TMEM4	Canopy FGF signaling regulators|Saposin B type domain containing	2320|4153	ENSG00000257727
HGNC:11968	CNPY3	canopy FGF signaling regulator 3	protein-coding gene	gene with protein product	CAG4A	TNRC5	Canopy FGF signaling regulators	2320	ENSG00000137161
HGNC:1858	CNTRL	centriolin	protein-coding gene	gene with protein product		CEP1|CEP110			ENSG00000119397
HGNC:20492	COA8	cytochrome c oxidase assembly factor 8	protein-coding gene	gene with protein product	MGC2562|APOP-1	C14orf153|APOPT1	Mitochondrial respiratory chain complex assembly factors	645	ENSG00000256053
HGNC:29932	COASY	Coenzyme A synthase	protein-coding gene	gene with protein product	DPCK|NBP|PPAT				ENSG00000068120
HGNC:2180	COCH	cochlin	protein-coding gene	gene with protein product	COCH-5B2	DFNA31|DFNA9			ENSG00000100473
HGNC:6546	COG2	component of oligomeric golgi complex 2	protein-coding gene	gene with protein product		LDLC	Components of oligomeric golgi complex	493	ENSG00000135775
HGNC:18620	COG4	component of oligomeric golgi complex 4	protein-coding gene	gene with protein product	COD1|DKFZP586E1519		Components of oligomeric golgi complex	493	ENSG00000103051
HGNC:14857	COG5	component of oligomeric golgi complex 5	protein-coding gene	gene with protein product	GTC90	GOLTC1	Components of oligomeric golgi complex	493	ENSG00000164597
HGNC:18622	COG7	component of oligomeric golgi complex 7	protein-coding gene	gene with protein product			Components of oligomeric golgi complex	493	ENSG00000168434
HGNC:2197	COL1A1	collagen type I alpha 1 chain	protein-coding gene	gene with protein product	OI4		Fibrillar collagens	2247	ENSG00000108821
HGNC:2202	COL4A1	collagen type IV alpha 1 chain	protein-coding gene	gene with protein product			Network forming collagens	2249	ENSG00000187498
HGNC:14670	COL20A1	collagen type XX alpha 1 chain	protein-coding gene	gene with protein product	KIAA1510		Fibronectin type III domain containing|Fibril associated collagens with interrupted triple helices	555|2248	ENSG00000101203
HGNC:17440	COP1	COP1 E3 ubiquitin ligase	protein-coding gene	gene with protein product	FLJ10416|RNF200|FAP78|CFAP78	RFWD2	Ring finger proteins|WD repeat domain containing|Cilia and flagella associated|Small nucleolar RNA protein coding host genes|RING finger E3 ubiquitin protein ligases	58|362|1491|1835|4163	ENSG00000143207
HGNC:2232	COPB2	coat protein complex I subunit beta 2	protein-coding gene	gene with protein product	beta'-COP|betaprime-COP		WD repeat domain containing|Coat protein complex I	362|1917	ENSG00000184432
HGNC:2236	COPG1	coat protein complex I subunit gamma 1	protein-coding gene	gene with protein product		COPG	Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing|MicroRNA protein coding host genes|Coat protein complex I	1493|1691|1917	ENSG00000181789
HGNC:16758	COPS7A	COP9 signalosome subunit 7A	protein-coding gene	gene with protein product	CSN7A		COP9 signalosome	932	ENSG00000111652
HGNC:16812	COQ8A	coenzyme Q8A	protein-coding gene	gene with protein product	COQ8|SCAR9	CABC1|ADCK3	ADCK family	3628	ENSG00000163050
HGNC:2252	CORO1A	coronin 1A	protein-coding gene	gene with protein product	HCORO1|p57|coronin-1		WD repeat domain containing|Coronins	362|495	ENSG00000102879
HGNC:21356	CORO6	coronin 6	protein-coding gene	gene with protein product	FLJ14871|ClipinE		WD repeat domain containing|Coronins	362|495	ENSG00000167549
HGNC:26970	COX20	cytochrome c oxidase assembly factor COX20	protein-coding gene	gene with protein product	FLJ43269	FAM36A	Mitochondrial respiratory chain complex assembly factors	645	ENSG00000203667
HGNC:29836	COXFA4L2	cytochrome c oxidase hypoxia associated subunit FA4L2	protein-coding gene	gene with protein product	NUOMS|FLJ26118|MISTRH	NDUFA4L2	Mitochondrial complex IV: cytochrome c oxidase subunits	643	ENSG00000185633
HGNC:2298	CPA3	carboxypeptidase A3	protein-coding gene	gene with protein product			M14 carboxypeptidases	1321	ENSG00000163751
HGNC:2316	CPNE3	copine 3	protein-coding gene	gene with protein product			Copines	829	ENSG00000085719
HGNC:2327	CPSF4	cleavage and polyadenylation specific factor 4	protein-coding gene	gene with protein product	NAR|CPSF30		Zinc fingers CCCH-type|Cleavage and polyadenylation specific factor subunits	73|1450	ENSG00000160917
HGNC:2328	CPT1A	carnitine palmitoyltransferase 1A	protein-coding gene	gene with protein product	CPT1-L|L-CPT1	CPT1	Carnitine palmitoyltransferase family	2331	ENSG00000110090
HGNC:2345	CREB1	cAMP responsive element binding protein 1	protein-coding gene	gene with protein product			CREB1 transcription factor family	3833	ENSG00000118260
HGNC:24050	CREBRF	CREB3 regulatory factor	protein-coding gene	gene with protein product	LRF	C5orf41	Basic leucine zipper proteins	506	ENSG00000164463
HGNC:2351	CREG1	cellular repressor of E1A stimulated genes 1	protein-coding gene	gene with protein product		CREG			ENSG00000143162
HGNC:28150	CRELD2	CRELD disulfide isomerase 2	protein-coding gene	gene with protein product	MGC11256				ENSG00000184164
HGNC:2362	CRK	CRK proto-oncogene, adaptor protein	protein-coding gene	gene with protein product			SH2 domain containing|SH3 domain containing	741|4034	ENSG00000167193
HGNC:2363	CRKL	CRK like proto-oncogene, adaptor protein	protein-coding gene	gene with protein product			SH2 domain containing|SH3 domain containing	741|4034	ENSG00000099942
HGNC:2379	CRTAP	cartilage associated protein	protein-coding gene	gene with protein product	CASP|LEPREL3|P3H5		Prolyl 3-hydroxylase family	1925	ENSG00000170275
HGNC:2383	CRX	cone-rod homeobox	protein-coding gene	gene with protein product	CRD|LCA7|OTX3	CORD2	Orthodenticle homeobox family	4157	ENSG00000105392
HGNC:18246	CRYL1	crystallin lambda 1	protein-coding gene	gene with protein product	GDH|lambda-CRY|MGC149525|MGC149526		MicroRNA protein coding host genes|Oxidoreductases	1691|4070	ENSG00000165475
HGNC:2419	CRYZ	crystallin zeta	protein-coding gene	gene with protein product			Oxidoreductases	4070	ENSG00000116791
HGNC:2444	CSK	C-terminal Src kinase	protein-coding gene	gene with protein product			SH2 domain containing|Csk family tyrosine kinases|SH3 domain containing	741|1460|4034	ENSG00000103653
HGNC:2446	CSN3	casein kappa	protein-coding gene	gene with protein product		CSN10	Secretory calcium-binding phosphoprotein family	2245	ENSG00000171209
HGNC:2451	CSNK1A1	casein kinase 1 alpha 1	protein-coding gene	gene with protein product	CK1|CK1a|CK1alpha|CKIa|CKIalpha		Casein kinase 1 family	1330	ENSG00000113712
HGNC:2453	CSNK1E	casein kinase 1 epsilon	protein-coding gene	gene with protein product	HCKIE|CKIE|CKIepsilon		Casein kinase 1 family	1330	ENSG00000213923
HGNC:2459	CSNK2A2	casein kinase 2 alpha 2	protein-coding gene	gene with protein product	CSNK2A1|CK2alpha'		Casein kinase 2 alpha family	3781	ENSG00000070770
HGNC:2469	CSRP1	cysteine and glycine rich protein 1	protein-coding gene	gene with protein product	CSRP|D1S181E	CYRP	LIM domain containing	1218	ENSG00000159176
HGNC:2476	CST4	cystatin S	protein-coding gene	gene with protein product			Cystatins, type 2	965	ENSG00000101441
HGNC:26936	CTDSPL2	CTD small phosphatase like 2	protein-coding gene	gene with protein product	HSPC129|FLJ10523		CTD family phosphatases	1041	ENSG00000137770
HGNC:2512	CTNNAL1	catenin alpha like 1	protein-coding gene	gene with protein product	CLLP|alpha-CATU				ENSG00000119326
HGNC:2514	CTNNB1	catenin beta 1	protein-coding gene	gene with protein product	beta-catenin|armadillo	CTNNB	Armadillo repeat containing|Beta catenins|Wnt enhanceosome complex	409|1542|1677	ENSG00000168036
HGNC:2515	CTNND1	catenin delta 1	protein-coding gene	gene with protein product	KIAA0384|p120|p120cas|p120ctn	CTNND	Armadillo repeat containing|p120 catenin family	409|1539	ENSG00000198561
HGNC:2529	CTSD	cathepsin D	protein-coding gene	gene with protein product	CLN10	CPSD	Cathepsins|Peptidase family A1	470|1928	ENSG00000117984
HGNC:2537	CTSL	cathepsin L	protein-coding gene	gene with protein product	FLJ31037	CTSL1	Cathepsins|Elastases|Cysteine endopeptidases	470|3607|4148	ENSG00000135047
HGNC:3338	CTTN	cortactin	protein-coding gene	gene with protein product		EMS1	SH3 domain containing	4034	ENSG00000085733
HGNC:2555	CUL4B	cullin 4B	protein-coding gene	gene with protein product			Cullins	1032	ENSG00000158290
HGNC:4603	CXCL2	C-X-C motif chemokine ligand 2	protein-coding gene	gene with protein product	SCYB2|GROb|MIP-2a|MGSA-b|CINC-2a	GRO2	Chemokine ligands	483	ENSG00000081041
HGNC:4604	CXCL3	C-X-C motif chemokine ligand 3	protein-coding gene	gene with protein product	SCYB3|GROg|MIP-2b|CINC-2b	GRO3	Chemokine ligands	483	ENSG00000163734
HGNC:4540	CXCR3	C-X-C motif chemokine receptor 3	protein-coding gene	gene with protein product	CKR-L2|CMKAR3|IP10-R|MigR|CD183	GPR9	CD molecules|C-X-C motif chemokine receptors	471|1094	ENSG00000186810
HGNC:2561	CXCR4	C-X-C motif chemokine receptor 4	protein-coding gene	gene with protein product	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|NPYR|CD184		CD molecules|C-X-C motif chemokine receptors	471|1094	ENSG00000121966
HGNC:24376	CYB5R2	cytochrome b5 reductase 2	protein-coding gene	gene with protein product			Flavoproteins	2258	ENSG00000166394
HGNC:2571	CYB561	cytochrome b561	protein-coding gene	gene with protein product	FRRS2|CYB561A1|CGCytb		Cytochrome b561	497	ENSG00000008283
HGNC:23014	CYB561A3	cytochrome b561 family member A3	protein-coding gene	gene with protein product	LCYTB	CYBASC3	Cytochrome b561	497	ENSG00000162144
HGNC:28672	CYBC1	cytochrome b-245 chaperone 1	protein-coding gene	gene with protein product	MGC4368|FLJ90469|Eros	C17orf62			ENSG00000178927
HGNC:19986	CYCS	cytochrome c, somatic	protein-coding gene	gene with protein product	HCS|CYC				ENSG00000172115
HGNC:15654	CYP2S1	cytochrome P450 family 2 subfamily S member 1	protein-coding gene	gene with protein product			Cytochrome P450 family 2|Hydroperoxy icosatetraenoate dehydratases	1001|3926	ENSG00000167600
HGNC:2640	CYP3A7	cytochrome P450 family 3 subfamily A member 7	protein-coding gene	gene with protein product	CP37|P450-HFLA		Cytochrome P450 family 3	1002	ENSG00000160870
HGNC:2592	CYP11B2	cytochrome P450 family 11 subfamily B member 2	protein-coding gene	gene with protein product	CYP11BL|CPN2|P-450C18|P450aldo|ALDOS	CYP11B	Cytochrome P450 family 11	1007	ENSG00000179142
HGNC:9501	CYTH1	cytohesin 1	protein-coding gene	gene with protein product	B2-1|D17S811E|cytohesin-1	PSCD1	Pleckstrin homology domain containing|Cytohesins	682|1946	ENSG00000108669
HGNC:2661	DAB1	DAB adaptor protein 1	protein-coding gene	gene with protein product					ENSG00000173406
HGNC:2666	DAG1	dystroglycan 1	protein-coding gene	gene with protein product	A3a|156DAG|AGRNR|DAG				ENSG00000173402
HGNC:2678	DARS1	aspartyl-tRNA synthetase 1	protein-coding gene	gene with protein product		DARS	Aminoacyl tRNA synthetases, Class II	132	ENSG00000115866
HGNC:2681	DAXX	death domain associated protein	protein-coding gene	gene with protein product	DAP6				ENSG00000204209
HGNC:23686	DCAF10	DDB1 and CUL4 associated factor 10	protein-coding gene	gene with protein product	MGC10765|FLJ23201	WDR32	WD repeat domain containing|DDB1 and CUL4 associated factors	362|498	ENSG00000122741
HGNC:25987	DCAF16	DDB1 and CUL4 associated factor 16	protein-coding gene	gene with protein product	FLJ20280	C4orf30	DDB1 and CUL4 associated factors	498	ENSG00000163257
HGNC:24627	DCBLD2	discoidin, CUB and LCCL domain containing 2	protein-coding gene	gene with protein product	CLCP1|ESDN				ENSG00000057019
HGNC:2704	DCK	deoxycytidine kinase	protein-coding gene	gene with protein product			Deoxyribonucleoside kinases	1699	ENSG00000156136
HGNC:2710	DCTD	dCMP deaminase	protein-coding gene	gene with protein product					ENSG00000129187
HGNC:28998	DCUN1D4	defective in cullin neddylation 1 domain containing 4	protein-coding gene	gene with protein product	KIAA0276				ENSG00000109184
HGNC:28409	DCUN1D5	defective in cullin neddylation 1 domain containing 5	protein-coding gene	gene with protein product	MGC2714|FLJ32431				ENSG00000137692
HGNC:2718	DDB2	damage specific DNA binding protein 2	protein-coding gene	gene with protein product	DDBB|UV-DDB2|FLJ34321|XPE		WD repeat domain containing|Xeroderma pigmentosum complementation groups|Nucleotide excision repair	362|1125|1269	ENSG00000134574
HGNC:24944	DDIT4	DNA damage inducible transcript 4	protein-coding gene	gene with protein product	RTP801|FLJ20500|REDD-1|REDD1|Dig2				ENSG00000168209
HGNC:24458	DDN	dendrin	protein-coding gene	gene with protein product	KIAA0749				ENSG00000181418
HGNC:2730	DDR1	discoidin domain receptor tyrosine kinase 1	protein-coding gene	gene with protein product	RTK6|CD167	NTRK4|PTK3A|NEP|CAK|EDDR1	CD molecules|MicroRNA protein coding host genes|Discoidin domain receptor tyrosine kinase family	471|1691|3855	ENSG00000204580
HGNC:2735	DDX10	DEAD-box helicase 10	protein-coding gene	gene with protein product	HRH-J8|Dbp4		DEAD-box helicases|SSU processome	499|1484	ENSG00000178105
